question_id,hint_used,question,answers,model_letter,correct_letter,is_correct
625,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A sum of money is borrowed for a term of 1 year, discounted at the rate of 6%. What is the true rate of interest charged? What would the true rate of interest be for the same sum of money discounted at an 8% rate? (Record answers to the nearest tenth of 1%.)
a) 6.2%, 8.5% b) 6.1%, 8.2% c) 5.9%, 8.0% d) 6.0%, 8.6% e) 6.4%, 8.7% f) 6.8%, 8.9% g) 6.3%, 8.1% h) 7.0%, 8.8% i) 6.7%, 8.4% j) 6.5%, 8.3% ","Part 1: The true rates of interest are 6.4% and 8.7%.

Part 2:
- The true rate of interest is calculated by considering the discount rate and the effect of compounding.
- The true rate is slightly higher than the discount rate due to the nature of discounting.
- For a 6% discount rate, the true rate is slightly above 6%.
- For an 8% discount rate, the true rate is slightly above 8%.

Part 3: E",,E,False
626,"Think about what the answer would be if the opposite were true, to gain a different perspective.","The presence of two or more cell lines from different zygotes in a single individual is known as:
a) heterozygosity. b) triploidy. c) mosaicism. d) monosomy. e) chimaerism. f) polyzygosity. g) diploidy. h) aneuploidy. i) autopolyploidy. j) polyploidy. ","Part 1: The presence of two or more cell lines from different zygotes in a single individual is known as chimaerism.

Part 2:
- Chimaerism involves the presence of genetically distinct cell lines originating from different zygotes.
- It is different from mosaicism, where the cell lines originate from the same zygote.
- Chimaerism can occur naturally or be artificially induced, such as in organ transplants.
- It is not related to changes in chromosome number or structure, which are described by other terms.

Part 3: C",C,E,False
627,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A police officer entered a private home in response to a reported disturbance. She found no disturbance but did witness the two male residents engaging in consensual sexual relations with each other. She arrested and charged them with ""deviate sexual intercourse"", a state law that prohibits two persons of the same sex from engaging in mutual sexual relations. After conviction and unsuccessful appeals in the state courts, the men appealed to the United States Supreme Court. What is the likely holding and reasoning of the Supreme Court?
a) The federal constitution cannot be used to interfere with a state's right to regulate sexual morality. b) The statute is unconstitutional because it infringes on the men's Ninth Amendment rights, which protect other rights not specifically enumerated in the Constitution. c) The statute is unconstitutional because it infringes the men's right to equal protection under the Fourteenth Amendment. d) The statute is unconstitutional primarily because it infringes the men's right to freedom of expression under the First Amendment. e) The relationship in question is not protected by the right to privacy and is subject to a state's criminal regulation. f) The statute is constitutional as it promotes the common good. g) The statute violates the men's right to liberty encompassed within the constitutional guarantee of substantive due process. h) The statute is constitutional as it is based on the state's interpretation of religious principles. i) The statute is unconstitutional as it goes against the Eighth Amendment's prohibition of cruel and unusual punishment. j) The statute is constitutional because it falls within the state's police power to regulate health, safety, welfare, and morals. ","Part 1: The statute is unconstitutional because it infringes the men's right to equal protection under the Fourteenth Amendment.

Part 2:
- The Supreme Court has historically ruled that laws discriminating based on sexual orientation violate the Equal Protection Clause.
- The Fourteenth Amendment ensures that no state shall deny any person within its jurisdiction the equal protection of the laws.
- The case likely parallels previous rulings where similar statutes were struck down for targeting specific groups unfairly.
- The focus is on equal protection rather than other constitutional rights like privacy or freedom of expression.

Part 3:
C",C,D,False
628,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A salesman for the Filler Brush Company is compensated for his auto costs at a rate of 8\textcent a mile. His fixed costs are $500 and he has a variable cost of 5\textcent a mile. How many miles would he have to travel in order to break even (cover expenses), yet still earn no profit over fixed costs?
a) 30,000 miles b) 18,000 miles c) 14,000 miles d) 15,000 miles e) 12,500 miles f) 16,667 miles g) 20,000 miles h) 25,000 miles i) 17,500 miles j) 22,000 miles ","Part 1: The salesman needs to travel 20,000 miles to break even.

Part 2:
- The salesman earns 8 cents per mile traveled.
- His variable cost is 5 cents per mile, resulting in a net gain of 3 cents per mile.
- To cover the fixed cost of $500, he needs to earn $500 from the net gain.
- Dividing $500 by the net gain per mile (0.03 dollars) gives 20,000 miles.

Part 3: G",,F,False
629,"Think about what the answer would be if the opposite were true, to gain a different perspective.","An oscillator which emits high frequency waves at 0.26 GHz is set up in front of a large plane metal reflector. Standing waves are formed with nodes 57.5 cm apart. Neglecting the refractive index of air, compute the velocity of light.
a) 5.98 × 10^10 cm/sec b) 3.99 × 10^10 cm/sec c) 3.00 × 10^10 cm/sec d) 2.99 × 10^11 cm/sec e) 2.99 × 10^10 cm/sec f) 2.99 × 10^9 cm/sec g) 1.49 × 10^10 cm/sec h) 1.99 × 10^11 cm/sec i) 1.99 × 10^10 cm/sec j) 4.99 × 10^10 cm/sec ","Part 1: The velocity of light is approximately 3.00 × 10^10 cm/sec.

Part 2:
- The distance between nodes in a standing wave is half the wavelength.
- Given the node separation is 57.5 cm, the wavelength is 115 cm.
- Using the formula velocity = frequency × wavelength, with frequency 0.26 GHz (or 0.26 × 10^9 Hz) and wavelength 115 cm, the velocity is calculated.
- The calculated velocity matches the known speed of light in a vacuum.

Part 3: C",C,E,False
630,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A textbook weighs 30 N at sea level. Earth’s radius is 6,400 km. Which of the following is the best estimate of the textbook’s weight on a mountain peak located 6,000 m above sea level?
a) 15 N b) 60 N c) 45 N d) 10 N e) 90 N f) 20 N g) 30 N h) 7.5 N i) 35 N j) 25 N ","Part 1: The textbook's weight on the mountain peak is slightly less than at sea level.

Part 2:
- Weight decreases with altitude due to increased distance from Earth's center.
- The mountain peak is 6,000 m above sea level, which is a small fraction of Earth's radius.
- The weight reduction is minimal, so the weight remains close to the original value.
- The best estimate is slightly less than the original weight of 30 N.

Part 3: J",,G,False
631,"Think about what the answer would be if the opposite were true, to gain a different perspective.","An amplifier of power gain 20 db has an input consisting of 100\muWsignal power and 1\muWnoise power.If the amplifier contributesan additional 100\muWof noise, determine (a)theoutput signal to noise ratio, (b)thenoise factor and (c)thenoise figure.
a) Output S/N ratio: 100, Noise factor: 2, Noise Figure: 3dB b) Output S/N ratio: 50, Noise factor: 2, Noise Figure: 2dB c) Output S/N ratio: 80, Noise factor: 2.5, Noise Figure: 4dB d) Output S/N ratio: 20, Noise factor: 2, Noise Figure: 6dB e) Output S/N ratio: 25, Noise factor: 4, Noise Figure: 6dB f) Output S/N ratio: 50, Noise factor: 1, Noise Figure: 3dB g) Output S/N ratio: 50, Noise factor: 1.5, Noise Figure: 1.76dB h) Output S/N ratio: 40, Noise factor: 3, Noise Figure: 4.77dB i) Output S/N ratio: 100, Noise factor: 1, Noise Figure: 0dB j) Output S/N ratio: 50, Noise factor: 2, Noise Figure: 3dB ","The output signal to noise ratio is 50, the noise factor is 2, and the noise figure is 3dB.

- The power gain of 20 dB corresponds to a linear gain of 100.
- The input signal power is 100 microwatts, and the input noise power is 1 microwatt.
- The amplifier adds 100 microwatts of noise, making the total output noise power 200 microwatts.
- The output signal power is 10,000 microwatts, leading to an output signal to noise ratio of 50.

J",,J,False
632,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A Chord based distributed hash table (DHT) with 26 address space is used in a peer- to-peer file sharing network. There are currently 10 active peers in the network with node ID N1, N11, N15, N23, N31, N40, N45, N51, N60, and N63. Show all the target key (in ascending order, ignore the node's identifier itself) for N1.
a) [11, 15, 23, 31, 40, 45] b) [1, 11, 15, 23, 31, 40] c) [12, 24, 36, 48, 60, 63] d) [3, 5, 7, 9, 11, 13] e) [2, 3, 5, 9, 17, 33] f) [7, 14, 28, 56, 63, 70] g) [4, 8, 16, 32, 48, 64] h) [13, 26, 39, 52, 65, 78] i) [2, 4, 6, 8, 10, 12] j) [5, 10, 20, 30, 40, 50] ","Part 1: The target keys for N1 are 11, 15, 23, 31, 40, and 45.

Part 2:
- In a Chord DHT, each node is responsible for keys up to its own identifier.
- The target keys for a node are the identifiers of the next nodes in the ring.
- Starting from N1, the next nodes in the ring are N11, N15, N23, N31, N40, and N45.
- These nodes are responsible for the keys that N1 would target.

A",A,E,False
633,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A 15 hp internal-combustion engine runs at 1400 rpm and rotates a grinding disc at 700 rpm under smooth conditions. If a triple strand no. 50 roller chain is to transmit power, calculate the number of teeth on both sprockets and the kind of lubrication needed for rust-proof operation.
a) Driving sprocket = 11 teeth, Driven sprocket = 22 teeth, Lubrication type = B b) Driving sprocket = 7 teeth, Driven sprocket = 14 teeth, Lubrication type = D c) Driving sprocket = 6 teeth, Driven sprocket = 12 teeth, Lubrication type = C d) Driving sprocket = 14 teeth, Driven sprocket = 28 teeth, Lubrication type = A e) Driving sprocket = 15 teeth, Driven sprocket = 30 teeth, Lubrication type = D f) Driving sprocket = 12 teeth, Driven sprocket = 24 teeth, Lubrication type = C g) Driving sprocket = 9 teeth, Driven sprocket = 18 teeth, Lubrication type = B h) Driving sprocket = 13 teeth, Driven sprocket = 26 teeth, Lubrication type = A i) Driving sprocket = 8 teeth, Driven sprocket = 16 teeth, Lubrication type = C j) Driving sprocket = 10 teeth, Driven sprocket = 20 teeth, Lubrication type = A ","Part 1: The driving sprocket has 7 teeth, and the driven sprocket has 14 teeth, with lubrication type D.

Part 2:
- The engine speed is 1400 rpm, and the grinding disc speed is 700 rpm, indicating a 2:1 speed reduction.
- A 2:1 speed reduction requires the driven sprocket to have twice the number of teeth as the driving sprocket.
- The lubrication type should ensure rust-proof operation, which is specified as type D in the options.

B",B,G,False
634,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A simple random sample is defined by
a) the statistical analysis of the sample. b) the location of the sample. c) whether or not the sample is biased. d) both of the above. e) the method of selection. f) how representative the sample is of the population. g) how diverse the sample is. h) examination of the outcome. i) how many individuals are in the sample. j) the time period in which the sample is taken. ","Part 1: A simple random sample is defined by the method of selection.

Part 2:
- A simple random sample ensures that every individual has an equal chance of being selected.
- It is not about the analysis, location, or representativeness of the sample.
- The focus is on the process of selection, not the characteristics of the sample.
- This method helps to minimize bias in the selection process.

Part 3: E",,E,False
635,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A chemist dissolves methyl alcohol in n-octane. He adds this to excessmethylmagnesiumiodide, which is dissolved in the high-boiling solvent, n-butyl ether. A gas is evolved, which is collected at STP. It occupies a volume of 1.04 cc. What is the gas and how many grams of methyl alcohol were present?
a) Hydrogen, 1.48 x 10^-3 grams of methyl alcohol b) Methane, 0.74 x 10^-3 grams of methyl alcohol c) Hydrogen, 2.96 x 10^-3 grams of methyl alcohol d) Methane, 3.00 x 10^-3 grams of methyl alcohol e) Methanol, 2.96 x 10^-3 grams of methyl alcohol f) Ethane, 2.96 x 10^-3 grams of methyl alcohol g) Propane, 1.48 x 10^-3 grams of methyl alcohol h) Methanol, 1.48 x 10^-3 grams of methyl alcohol i) Methane, 1.48 x 10^-3 grams of methyl alcohol j) Ethane, 1.48 x 10^-3 grams of methyl alcohol ","Part 1: The gas is methane, and 0.74 x 10^-3 grams of methyl alcohol were present.

Part 2:
- Methyl alcohol reacts with methylmagnesiumiodide to produce methane gas.
- The volume of gas collected at STP can be used to determine the amount of methyl alcohol.
- Using the ideal gas law, the volume of 1.04 cc corresponds to a specific amount of methane.
- Calculating the mass of methyl alcohol from the volume of methane gives the result.

B",B,I,False
636,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A 34 kg steel casting at a temperature of 427°C is quenched in136 kg of oil initially at 21°C. Assuming no heat losses and thesteel casting and oil to have constant specific heats of 0.5024and2.5121 kJ/kg-°K respectively, determine the - changein entropy for a system consisting of the oil and casting.
a) 11.99 kJ/°K b) 13.99 kJ/°K c) 6.99 kJ/°K d) 10.99 kJ/°K e) 5.99 kJ/°K f) 9.99 kJ/°K g) 4.99 kJ/°K h) 8.99 kJ/°K i) 12.99 kJ/°K j) 7.99 kJ/°K ","Part 1: The change in entropy for the system is 7.99 kJ/°K.

Part 2:
- The change in entropy is calculated using the formula ΔS = m*c*ln(Tf/Ti) for both the steel and the oil.
- The final temperature is determined by setting the heat lost by the steel equal to the heat gained by the oil.
- The specific heats and masses of the steel and oil are used to find the final equilibrium temperature.
- The total change in entropy is the sum of the changes in entropy for the steel and the oil.

Part 3: J",,J,False
637,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A television manufacturing firm lowered the price of its deluxe portable television set from $350 to $320 per unit, in order to increasetheir revenues and profits. This price change resulted in an increase in sales from 1,000 units per month to 1,080 units per month. Assuming the unit production costs did not change, was their decision to lower prices a good one?
a) The decision was a poor one b) The decision had no effect c) The decision was a good one d) The decision increased profits e) The decision increased profits but not revenues f) The decision increased revenues but decreased profits g) The decision had no effect on revenues but increased profits h) The decision decreased both revenues and profits i) The decision had no effect on profits but increased revenues j) The decision increased revenues but not profits ","Part 1: The decision increased revenues but not profits.

Part 2:
- The price reduction led to an increase in sales volume from 1,000 to 1,080 units.
- Total revenue increased from $350,000 to $345,600, indicating a revenue increase.
- The profit per unit decreased due to the lower selling price, assuming constant production costs.
- The increase in sales volume was not enough to offset the reduced profit margin per unit.

Part 3: J",,A,False
638,"Think about what the answer would be if the opposite were true, to gain a different perspective.","The police received a report that women dressed as superheroes had robbed a man in his house and stolen many of his valuables. The only way onto or off the island where he lived was a ferry. The last ferry was getting ready to leave for the night when the report came in to the police. Without attempting to get a warrant, the police stopped all the cars waiting for the ferry. In one vehicle, the police noticed three women fidgeting rather nervously. Upon searching their auto, the police found the victim's stolen property hidden under the front seat. The defendants were immediately placed under arrest. At their trial for armed robbery, the defendants move to suppress the use of the property confiscated by the police as evidence. Their motion should be
a) granted, because the police did not have specific evidence linking the women to the crime before searching their car. b) denied, because the police had probable cause to search their car and, under the circumstances, no warrant was required. c) granted, because the police violated the women's Fourth Amendment rights by searching their car without a warrant. d) denied, because the police had the right to search any vehicle in the vicinity of a reported crime. e) denied, because the situation constituted an exception to the warrant requirement due to exigent circumstances. f) granted, because the police did not have a warrant and also did not have reasonable suspicion to search their car. g) granted, because the police did not have a warrant to search their car. h) denied, because the police had the right to stop and search vehicles at the ferry terminal due to the public safety risk. i) granted, because the police did not have probable cause to suspect that their car contained evidence of the crime. j) denied, because even though the detention was unlawful, the police had reasonable suspicion to believe that their car contained evidence of the crime since they observed the women fidgeting nervously. ","Part 1: The motion should be denied because the police had probable cause and exigent circumstances justified the search without a warrant.

Part 2:
- The police had probable cause due to the report of the robbery and the women's nervous behavior.
- Exigent circumstances existed as the last ferry was about to leave, creating a risk of the suspects escaping.
- The situation allowed for a warrantless search due to the immediate need to prevent the suspects from leaving the island.

Part 3: B",B,I,False
639,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Find a recursion equation satisfying y [n] where y [n] is the sum of the squares of all integers from 0 to n.
a) y [n-1] = y [n] + n^2; n \geq 1 where y [0] = 0 b) y [n] = (n(n+1)(2n+1))/6; n \geq 0 c) y [n-1] = y [n] * n^2; n \geq 1 where y [0] = 0 d) y [n-1] = y [n] / n^2; n \geq 1 where y [0] = 0 e) y [n+1] = 2y [n] + (n+1)^2; n \geq 0 where y [0] = 0 f) y [n-1] = y [n] - n^2; n \geq 1 where y [0] = 0 g) y [n] = y [n-1] + 2n - 1; n \geq 1 where y [0] = 0 h) y [n+1] = y [n] - (n+1)^2; n \geq 0 where y [0] = 0 ","Part 1: The recursion equation is the sum of the previous term and the square of the current integer.

Part 2:
- The sum of squares from 0 to n can be expressed as the sum of squares from 0 to n-1 plus n squared.
- This recursive relationship builds the sum by adding the square of each new integer.
- The initial condition is that the sum of squares up to 0 is 0.

Part 3: F",,F,False
640,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Which of the following creates the trade-offdepicted by the Phillips curve?
a) A decrease in input costs that corresponds with a decrease in unemployment b) A decrease in output that corresponds with an increase in the price level c) An increase in input costs that corresponds with an increase in unemployment d) A rightward shift in the aggregate demand curve e) An increase in output that corresponds with a decrease in the price level f) A decrease in input costs that corresponds with an increase in output g) An increase in output that corresponds with a decrease in unemployment h) A leftward shift in the aggregate supply curve i) A leftward shift in the aggregate demand curve j) A rightward shift in the aggregate supply curve ","Part 1: An increase in input costs that corresponds with an increase in unemployment creates the trade-off depicted by the Phillips curve.

Part 2:
- The Phillips curve illustrates the inverse relationship between inflation and unemployment.
- An increase in input costs can lead to higher inflation, which is part of the trade-off.
- Higher unemployment is the other part of the trade-off depicted by the Phillips curve.
- The correct scenario involves both inflation and unemployment moving in opposite directions.

C",C,D,False
641,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Consider the 7.0-TeV protons that are produced in the LHC collider at CERN. Find the available center-of-mass energy if these protons collide with other protons in a fixed-target experiment in GeV.
a) 200.0 b) 114.5 c) 210.4 d) 98.7 e) 230.0 f) 170.2 g) 95.5 h) 150.3 i) 84.3 j) 128.9 ","Part 1: The available center-of-mass energy is 114.5 GeV.

Part 2:
- In a fixed-target experiment, the center-of-mass energy is lower than in a collider experiment.
- The energy is calculated using the formula for fixed-target collisions, which involves the energy of the moving proton and the rest mass energy of the stationary proton.
- The calculation results in a value that matches one of the given options.

B",B,B,True
642,"Think about what the answer would be if the opposite were true, to gain a different perspective.","What is one of the differences between simple foragers and complex foragers?
a) Simple foragers employ domestication of animals. b) Complex foragers focus on a few highly productive resources. c) Complex foragers employ irrigation technology. d) Simple foragers use advanced hunting techniques. e) Complex foragers rely primarily on marine resources. f) Complex foragers have less developed tools and technologies. g) Simple foragers have more developed agricultural systems. ","Part 1: Complex foragers focus on a few highly productive resources.

Part 2:
- Simple foragers typically rely on a wide variety of resources for subsistence.
- Complex foragers often specialize in exploiting a few highly productive resources.
- This specialization can lead to more efficient resource use and potentially more stable food supplies.

Part 3:  
B",B,B,True
643,"Think about what the answer would be if the opposite were true, to gain a different perspective.","(a) A shunt motor is running at 1200 rpm for a load which requires an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the effect of armature reaction has reduced the air-gap flux 2 percent from no load to full load, determine the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the motor, at standstill, is connected across rated voltage ? How much external resistance must be connected in the armature circuit to limit the current at starting to 125 percent full-load armature current ?
a) No-load speed is 1000 rpm, Line current is 1400 amp, External resistance is 2.5 ohms b) No-load speed is 1300 rpm, Line current is 1600 amp, External resistance is 3.5 ohms c) No-load speed is 1220 rpm, Line current is 55 amp, External resistance is 0.3 ohms d) No-load speed is 1280 rpm, Line current is 57 amp, External resistance is 0.45 ohms e) No-load speed is 1230 rpm, Line current is 54 amp, External resistance is 0.35 ohms f) No-load speed is 1250 rpm, Line current is 58 amp, External resistance is 0.25 ohms g) No-load speed is 1150 rpm, Line current is 52 amp, External resistance is 0.4 ohms h) No-load speed is 1211 rpm, Line current is 1534 amp, External resistance is 3.2 ohms i) No-load speed is 1180 rpm, Line current is 60 amp, External resistance is 0.2 ohms j) No-load speed is 1100 rpm, Line current is 1500 amp, External resistance is 3.0 ohms ","Part 1: The no-load speed is 1220 rpm, the line current is 55 amp, and the external resistance is 0.3 ohms.

Part 2:
- The no-load speed is calculated considering the reduction in air-gap flux and the armature current at no load.
- The line current at standstill is determined by the rated line current and the shunt-field circuit resistance.
- The external resistance is calculated to limit the starting current to 125 percent of the full-load armature current.

C",C,H,False
644,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Differentiate betweenisolecithal,telolecithal, and centrolecithal eggs. Which organisms are characteristicof each ?
a) Isolecithal eggs have a small, central yolk, found in some invertebrates and fish. Telolecithal eggs have yolk distributed in a gradient from one pole to the other, found in some amphibians. Centrolecithal eggs have multiple yolk pockets, found in certain crustaceans. b) Isolecithal eggs are found in birds and reptiles, Telolecithal eggs are found in arthropods, Centrolecithal eggs are found in mollusks and echinoderms. c) Isolecithal eggs are found in mammals, Telolecithal eggs are found in amphibians, Centrolecithal eggs are found in fish. d) Isolecithal eggs are found in some species of fish, Telolecithal eggs are characteristic of most mammals, Centrolecithal eggs are typical of certain invertebrates like cephalopods. e) Isolecithal eggs are large with yolk in layers, found in reptiles and birds. Telolecithal eggs are small with yolk in the center, found in arthropods. Centrolecithal eggs are moderate in size with yolk at one pole, found in mammals. f) Isolecithal eggs are found in arthropods, Telolecithal eggs are found in annelids, mollusks, and echinoderms, Centrolecithal eggs are found in birds and reptiles. g) Isolecithal eggs are evenly distributed with yolk, found in annelids, mollusks, and echinoderms. Telolecithal eggs have yolk concentrated toward one pole, found in reptiles and birds. Centrolecithal eggs have yolk massed toward the center, found in arthropods. h) Isolecithal eggs have minimal yolk, found in echinoderms and some fish. Telolecithal eggs have a large amount of yolk throughout, found in most mammals. Centrolecithal eggs have yolk in a ring around the cell, found in amphibians. i) Isolecithal eggs have yolk at one extreme end, found in some marine invertebrates. Telolecithal eggs have evenly dispersed small yolk granules, found in lower vertebrates. Centrolecithal eggs have a central yolk nucleus, found in certain worms. j) Isolecithal eggs have yolk concentrated at the animal pole, found in amphibians and fish. Telolecithal eggs have a moderate amount of yolk evenly distributed, found in mammals. Centrolecithal eggs have yolk surrounding the cytoplasm, found in annelids and mollusks. ","Part 1: Isolecithal eggs are found in mammals, telolecithal eggs are found in amphibians, and centrolecithal eggs are found in arthropods.

Part 2:
- Isolecithal eggs have a small amount of yolk evenly distributed, typical of mammals.
- Telolecithal eggs have a large amount of yolk concentrated at one pole, common in amphibians.
- Centrolecithal eggs have yolk concentrated in the center, characteristic of arthropods.

Part 3: C",C,G,False
645,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Which expression represents the phrase below? 3 fewer than a number, p
a) p%3 b) p+3 c) 3^p d) p-3 e) 3/p f) p^3 g) p*3 h) 3*p i) 3-p j) p/3 ","Part 1: The expression is the number minus three.

Part 2:
- The phrase ""3 fewer than a number"" indicates subtraction.
- The number is represented by the variable.
- Subtracting three from the number matches the phrase.

Part 3: D",D,D,True
646,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Point out the most accurate response : According to Austin, law has the following attributes :
a) Command, sovereign and legal remedy b) Command, sovereign and authority c) Command, sovereign and legal enforcement d) Command, sovereign and legal responsibility e) Command, sovereign and obedience by subject f) Command, sovereign and enforceability g) Command, sovereign and sanction h) Command, sovereign and compliance ","Part 1: The most accurate response is command, sovereign, and sanction.

Part 2:
- Austin's theory of law emphasizes the role of a command issued by a sovereign.
- The concept of sanction is crucial as it enforces compliance with the law.
- Sanctions are the means by which obedience to the law is ensured.

Part 3: G",,G,False
647,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Which archaeological method is best for identifying large-scale land modifications?
a) stratigraphic analysis b) resistivity survey c) metal detectors d) ground-penetrating radar e) underwater archaeology f) aerial photography g) excavation h) proton magnetometers i) surface survey j) test pits ","Part 1: Aerial photography is best for identifying large-scale land modifications.

Part 2:  
- Aerial photography provides a broad view of the landscape, making it ideal for spotting large-scale changes.  
- It allows for the identification of patterns and features that are not visible from the ground.  
- This method is non-invasive and can cover large areas quickly.  

Part 3:  
F",,F,False
648,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Find the energy equivalent to 1amu.
a) 1000 Mev b) 650 MeV c) 800 MeV d) 931 Mev e) 500 Mev f) 1024 MeV g) 1200 MeV h) 750 Mev i) 850 MeV j) 1100 MeV ","Part 1: The energy equivalent to 1 amu is 931 MeV.

Part 2:
- The energy-mass equivalence principle is given by Einstein's equation E=mc².
- 1 atomic mass unit (amu) is equivalent to approximately 931 MeV.
- This conversion is a standard value used in nuclear physics.

Part 3: D",D,D,True
649,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?
a) Sharing wisdom and life experiences b) Having a second chance at parenting c) Watching grandchildren grow and develop d) Having others to wait on you e) Reliving their own childhood through their grandchildren f) Having an excuse to indulge in childish activities g) Spoiling the grandchildren h) Feelings of immortality i) Being able to spend quality time with family j) Remembering when they were grandchildren ","Part 1: Having others to wait on you is not one of the most rewarding aspects of being a grandparent.

Part 2:  
- Grandparents often report joy in sharing wisdom and life experiences.  
- They value watching their grandchildren grow and develop.  
- Many enjoy reliving their own childhood and indulging in playful activities.  
- Being waited on by others is not typically associated with the rewarding aspects of grandparenting.

Part 3:  
D",D,D,True
650,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A 50-hp, 500-volt shunt motor draws a line current of 4.5 amperes at no load. The shunt field resistance is 250 ohms and the armature resistance, exclusive of brushes, is 0.3 ohm. The brush drop is 2 volts. The full-load line current is 84 amperes. What is the horsepower output and efficiency ?
a) 83.70%, 47.85 hp b) 86.50%, 49.00 hp c) 90.55%, 51.25 hp d) 92.10%, 52.00 hp e) 85.23%, 48.50 hp f) 90.00%, 50.75 hp g) 84.15%, 46.90 hp h) 89.45%, 50.36 hp i) 87.65%, 49.75 hp j) 88.30%, 51.10 hp ","Part 1: The horsepower output is 51.25 hp and the efficiency is 90.55%.

Part 2:
- Calculate the power input using the full-load line current and voltage.
- Determine the power losses in the shunt field, armature, and brushes.
- Subtract the total losses from the power input to find the output power.
- Divide the output power by the input power to find the efficiency.

Part 3: C",C,H,False
651,"Think about what the answer would be if the opposite were true, to gain a different perspective.","Which of the following most likely explains why Venus does not have a strong magnetic field?
a) It has a weak gravitational field. b) It has too thick an atmosphere. c) It does not have a metallic core. d) Its rotation is too slow. e) Its distance from the sun is too great. f) It is too large. g) Its axis tilt is too extreme. h) It is too small. i) It lacks a molten outer core. j) It has too thin an atmosphere. ","Part 1: Venus does not have a strong magnetic field because its rotation is too slow.

Part 2:
- A planet's magnetic field is often generated by the motion of conductive materials in its core, which is influenced by the planet's rotation.
- Slow rotation can lead to insufficient dynamo action needed to generate a strong magnetic field.
- Venus rotates very slowly compared to Earth, which affects its ability to sustain a strong magnetic field.

Part 3: D",D,D,True
652,"Think about what the answer would be if the opposite were true, to gain a different perspective.","One of the most frequent findings of studies on human beings with “split brains” is that
a) The right hemisphere is predominantly concerned with verbal information b) The right hemisphere is predominantly concerned with numeric information c) aside from the long-known localization of speech functions, the two hemispheres appear to be essentially equivalent as information processors d) certain kinds of visuospatial tasks are performed beer by the right hemisphere than by the left e) The two hemispheres appear to have a competitive relationship in information processing f) the right hemisphere provides backup for the left in some tasks but excels the left in none g) The left hemisphere is predominantly concerned with handling the body's motor skills h) The left hemisphere provides backup for the right in some tasks but excels the right in none i) The left hemisphere predominantly handles emotional processing j) Both hemispheres are specialized in processing musical information ","Part 1: Certain visuospatial tasks are performed better by the right hemisphere than by the left.

Part 2:
- Studies on split-brain patients have shown that the right hemisphere is more adept at handling visuospatial tasks.
- The left hemisphere is typically associated with language and analytical tasks, not visuospatial ones.
- This specialization is a well-documented finding in neuroscience research on brain lateralization.

Part 3: D",D,D,True
653,"Think about what the answer would be if the opposite were true, to gain a different perspective.","A chemist wants to dilute 50 ml of 3.50 M H_2SO_4 to 2.00 M H_2SO_4. To what volume must it be diluted?
a) 125 ml b) 50 ml c) 150 ml d) 175 ml e) 100 ml f) 110 ml g) 75 ml h) 62.5 ml i) 200 ml j) 87.5 ml ","Part 1: The solution must be diluted to 87.5 ml.

Part 2:
- Use the dilution formula: \( C_1V_1 = C_2V_2 \).
- Initial concentration is 3.50 M and initial volume is 50 ml.
- Final concentration is 2.00 M, solve for the final volume.
- Calculation: \( (3.50 \, \text{M})(50 \, \text{ml}) = (2.00 \, \text{M})(V_2) \), resulting in \( V_2 = 87.5 \, \text{ml} \).

Part 3: J",,J,False
